CASE_YR,VEH_TYP,AGE,SEX
2013,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2007,Bike,16,M
2011,Bike,16,M
2009,Bike,16,M
2011,Bike,16,M
2009,Bike,16,M
2013,Bike,16,M
2006,Bike,16,M
2012,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2008,Bike,16,M
2007,Bike,16,M
2007,Bike,16,M
2013,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2011,Bike,16,F
2011,Bike,16,M
2006,Bike,16,F
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2007,Bike,16,M
2012,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2011,Bike,16,M
2007,Bike,16,M
2013,Bike,16,M
2012,Bike,16,M
2012,Bike,16,M
2012,Bike,16,F
2011,Bike,16,M
2012,Bike,16,F
2008,Bike,16,M
2008,Bike,16,F
2011,Bike,16,M
2007,Bike,16,M
2007,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2012,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2010,Bike,16,M
2012,Bike,16,M
2013,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2006,Bike,16,M
2011,Bike,16,M
2009,Bike,16,M
2011,Bike,16,M
2007,Bike,16,M
2012,Bike,16,M
2007,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,F
2006,Bike,16,M
2006,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2011,Bike,16,M
2007,Bike,16,M
2010,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2011,Bike,16,M
2012,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2012,Bike,16,M
2008,Bike,16,M
2012,Bike,16,M
2012,Bike,16,M
2013,Bike,16,M
2011,Bike,16,M
2009,Bike,16,M
2006,Bike,16,M
2007,Bike,16,M
2007,Bike,16,M
2011,Bike,16,M
2013,Bike,16,M
2007,Bike,16,M
2013,Bike,16,M
2009,Bike,16,M
2011,Bike,16,M
2007,Bike,16,M
2011,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2011,Bike,16,F
2009,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2008,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2009,Bike,16,M
2009,Bike,16,M
2007,Bike,16,M
2011,Bike,16,M
2008,Bike,16,M
2013,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2009,Bike,16,M
2007,Bike,16,M
2013,Bike,16,M
2009,Bike,16,M
2009,Bike,16,M
2009,Bike,16,M
2006,Bike,16,M
2013,Bike,16,M
2012,Bike,16,M
2010,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2011,Bike,16,M
2012,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2012,Bike,16,F
2012,Bike,16,F
2009,Bike,16,M
2011,Bike,16,F
2011,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2012,Bike,16,M
2010,Bike,16,F
2011,Bike,16,M
2008,Bike,16,M
2013,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2011,Bike,16,M
2012,Bike,16,M
2010,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2007,Bike,16,M
2007,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2010,Bike,16,M
2006,Bike,16,M
2006,Bike,16,M
2010,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2008,Bike,16,M
2010,Bike,16,M
2010,Bike,16,M
2010,Bike,16,F
2013,Bike,16,F
2007,Bike,16,M
2013,Bike,16,M
2013,Bike,16,M
2011,Bike,16,M
2011,Bike,16,M
2009,Bike,16,M
2012,Bike,16,M
2006,Bike,16,M
2006,Bike,16,F
2009,Bike,16,M
2010,Bike,16,M
2013,Bike,16,M
2012,Bike,16,M
2012,Bike,16,F
2011,Bike,16,M
2010,Bike,16,M
2009,Bike,16,M
2009,Bike,15,M
2007,Bike,15,M
2013,Bike,15,F
2013,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2006,Bike,15,M
2012,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2013,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2010,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2009,Bike,15,M
2008,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2012,Bike,15,M
2012,Bike,15,M
2012,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2013,Bike,15,M
2009,Bike,15,M
2006,Bike,15,F
2009,Bike,15,M
2007,Bike,15,M
2009,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2012,Bike,15,M
2012,Bike,15,M
2011,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2009,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2009,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2009,Bike,15,M
2006,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2006,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2008,Bike,15,M
2009,Bike,15,M
2012,Bike,15,M
2009,Bike,15,M
2006,Bike,15,M
2013,Bike,15,M
2008,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2007,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2012,Bike,15,F
2009,Bike,15,F
2009,Bike,15,F
2010,Bike,15,F
2007,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2012,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2013,Bike,15,F
2009,Bike,15,M
2008,Bike,15,M
2009,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2012,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2009,Bike,15,M
2009,Bike,15,F
2011,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2008,Bike,15,F
2009,Bike,15,M
2008,Bike,15,M
2010,Bike,15,M
2009,Bike,15,M
2010,Bike,15,F
2007,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2010,Bike,15,M
2008,Bike,15,M
2007,Bike,15,M
2007,Bike,15,F
2010,Bike,15,F
2009,Bike,15,M
2010,Bike,15,M
2007,Bike,15,M
2013,Bike,15,M
2007,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2007,Bike,15,M
2008,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2009,Bike,15,F
2006,Bike,15,M
2006,Bike,15,M
2009,Bike,15,F
2010,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2012,Bike,15,M
2012,Bike,15,M
2009,Bike,15,M
2008,Bike,15,M
2011,Bike,15,M
2009,Bike,15,M
2007,Bike,15,M
2007,Bike,15,F
2007,Bike,15,M
2010,Bike,15,F
2011,Bike,15,M
2007,Bike,15,F
2007,Bike,15,F
2007,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2012,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2009,Bike,15,M
2011,Bike,15,M
2008,Bike,15,F
2012,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2010,Bike,15,M
2013,Bike,15,M
2011,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2012,Bike,15,M
2009,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2012,Bike,15,M
2012,Bike,15,F
2010,Bike,15,M
2010,Bike,15,F
2010,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2012,Bike,15,M
2010,Bike,15,M
2012,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2013,Bike,15,F
2007,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,F
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,F
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15, 
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2014,Bike,15,M
2010,Bike,15,M
2012,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2012,Bike,15,M
2006,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2006,Bike,15,F
2007,Bike,15,M
2006,Bike,15,M
2010,Bike,15,M
2007,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2009,Bike,15,M
2010,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2008,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2009,Bike,15,M
2006,Bike,15,F
2006,Bike,15,M
2006,Bike,15,F
2009,Bike,15,M
2013,Bike,15,M
2012,Bike,15,M
2006,Bike,15,M
2012,Bike,15,M
2010,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2008,Bike,15,F
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2006,Bike,15,F
2009,Bike,15,M
2010,Bike,15,M
2013,Bike,15,M
2006,Bike,15,M
2012,Bike,15,M
2007,Bike,15,F
2009,Bike,15,M
2013,Bike,15,M
2008,Bike,15,M
2011,Bike,15,M
2009,Bike,15,M
2006,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2008,Bike,15,M
2013,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2009,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2008,Bike,15,M
2007,Bike,15,F
2010,Bike,15,F
2011,Bike,15,M
2011,Bike,15,M
2006,Bike,15,M
2008,Bike,15,M
2008,Bike,15,F
2008,Bike,15,M
2006,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2011,Bike,15,M
2012,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2011,Bike,15,M
2008,Bike,15,M
2011,Bike,15,M
2008,Bike,15,F
2008,Bike,15,F
2008,Bike,15,M
2012,Bike,15,M
2013,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2006,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2007,Bike,15,M
2007,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2007,Bike,15,M
2012,Bike,15,M
2013,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2013,Bike,15,F
2007,Bike,15,M
2007,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2007,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2011,Bike,15,M
2011,Bike,15,F
2013,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2012,Bike,15,M
2007,Bike,15,M
2008,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2008,Bike,15,M
2008,Bike,15,M
2011,Bike,15,M
2006,Bike,15,M
2013,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2011,Bike,15,F
2009,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2008,Bike,15,M
2009,Bike,15,M
2007,Bike,15,M
2010,Bike,15,M
2006,Bike,15,F
2006,Bike,15,M
2006,Bike,15,F
2013,Bike,15,M
2012,Bike,15,M
2008,Bike,15,M
2012,Bike,15,F
2009,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2007,Bike,15,M
2010,Bike,15,M
2008,Bike,15,M
2012,Bike,15,M
2009,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2011,Bike,15,M
2010,Bike,15,M
2009,Bike,15,M
2009,Bike,15,M
2010,Bike,15,M
2013,Bike,15,M
2006,Bike,15,M
2007,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2008,Bike,15,M
2010,Bike,15,M
2009,Bike,15,M
2010,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2009,Bike,15,M
2012,Bike,15,M
2011,Bike,15,M
2011,Bike,15,M
2007,Bike,15,M
2010,Bike,15,M
2012,Bike,15,F
2007,Bike,15,F
2006,Bike,15,M
2011,Bike,15,F
2012,Bike,15,M
2006,Bike,15,M
2007,Bike,15,M
2006,Bike,15,M
2006,Bike,15,M
2010,Bike,15,M
2008,Bike,15,M
2013,Bike,15,M
2008,Bike,15,M
2008,Bike,15,F
2008,Bike,15,F
2011,Bike,15,M
2013,Bike,15,M
2008,Bike,15,M
2010,Bike,15,M
2010,Bike,15,M
2010,Bike,15,F
2010,Bike,15,M
2011,Bike,15,M
2012,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2013,Bike,15,M
2006,Bike,15,M
2011,Bike,15,M
2012,Bike,15,M
2006,Bike,15,M
2012,Bike,15,F
2009,Bike,15,M
2006,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2011,Bike,14,M
2012,Bike,14,M
2011,Bike,14,M
2009,Bike,14,M
2009,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2006,Bike,14,F
2011,Bike,14,M
2012,Bike,14,M
2006,Bike,14,M
2009,Bike,14,F
2009,Bike,14,M
2009,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2009,Bike,14,M
2006,Bike,14,M
2010,Bike,14,M
2007,Bike,14,F
2013,Bike,14,M
2013,Bike,14,M
2013,Bike,14,M
2007,Bike,14,F
2007,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2009,Bike,14,M
2009,Bike,14,M
2010,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2007,Bike,14,F
2013,Bike,14,M
2013,Bike,14,M
2007,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2007,Bike,14,F
2011,Bike,14,M
2009,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2006,Bike,14,M
2007,Bike,14,F
2011,Bike,14,M
2010,Bike,14,M
2009,Bike,14,M
2009,Bike,14,M
2011,Bike,14,M
2009,Bike,14,F
2006,Bike,14,M
2009,Bike,14,M
2009,Bike,14,F
2010,Bike,14,M
2012,Bike,14,M
2011,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2008,Bike,14,M
2008,Bike,14,F
2013,Bike,14,M
2007,Bike,14,F
2007,Bike,14,M
2009,Bike,14,M
2009,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2009,Bike,14,M
2010,Bike,14,M
2010,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2009,Bike,14,M
2012,Bike,14,M
2008,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2011,Bike,14,M
2011,Bike,14,F
2011,Bike,14,M
2009,Bike,14,M
2010,Bike,14,M
2011,Bike,14,M
2012,Bike,14,M
2012,Bike,14,M
2013,Bike,14,M
2006,Bike,14,M
2009,Bike,14,M
2007,Bike,14,M
2010,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2013,Bike,14,M
2010,Bike,14,M
2010,Bike,14,M
2013,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2007,Bike,14,F
2007,Bike,14,M
2012,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2012,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2009,Bike,14,M
2010,Bike,14,M
2007,Bike,14,F
2006,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2008,Bike,14,M
2011,Bike,14,F
2012,Bike,14,F
2007,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2013,Bike,14,F
2013,Bike,14,M
2013,Bike,14,F
2006,Bike,14,M
2010,Bike,14,F
2007,Bike,14,M
2007,Bike,14,F
2007,Bike,14,M
2011,Bike,14,M
2011,Bike,14,M
2009,Bike,14,M
2007,Bike,14,M
2012,Bike,14,M
2010,Bike,14,M
2010,Bike,14,M
2011,Bike,14,M
2007,Bike,14,M
2012,Bike,14,M
2010,Bike,14,M
2009,Bike,14,M
2011,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2006,Bike,14,M
2008,Bike,14,M
2007,Bike,14,F
2006,Bike,14,M
2010,Bike,14,M
2010,Bike,14,F
2007,Bike,14,M
2007,Bike,14,M
2013,Bike,14,M
2012,Bike,14,M
2010,Bike,14,M
2012,Bike,14,M
2012,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,F
2006,Bike,14,M
2006,Bike,14,M
2014,Bike,14,M
2014,Bike,14,F
2014,Bike,14,F
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,F
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,M
2014,Bike,14,F
2014,Bike,14,M
2014,Bike,14,F
2014,Bike,14, 
2014,Bike,14,M
2010,Bike,14,M
2009,Bike,14,M
2011,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2010,Bike,14,M
2010,Bike,14,F
2007,Bike,14,M
2013,Bike,14,M
2013,Bike,14,F
2006,Bike,14,M
2006,Bike,14,F
2013,Bike,14,M
2009,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2010,Bike,14,M
2012,Bike,14,F
2012,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2009,Bike,14,M
2008,Bike,14,F
2006,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2013,Bike,14,M
2007,Bike,14,M
2010,Bike,14,M
2007,Bike,14,M
2011,Bike,14,M
2006,Bike,14,M
2010,Bike,14,M
2009,Bike,14,M
2013,Bike,14,M
2006,Bike,14,M
2012,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2008,Bike,14,M
2013,Bike,14,M
2008,Bike,14,M
2009,Bike,14,M
2008,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2009,Bike,14,M
2010,Bike,14,M
2011,Bike,14,M
2013,Bike,14,M
2011,Bike,14,M
2007,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2012,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2012,Bike,14,M
2011,Bike,14,F
2011,Bike,14,M
2011,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2009,Bike,14,M
2012,Bike,14,M
2009,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2011,Bike,14,M
2006,Bike,14,M
2013,Bike,14,M
2012,Bike,14,M
2007,Bike,14,M
2012,Bike,14,M
2012,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2008,Bike,14,F
2011,Bike,14,M
2007,Bike,14,M
2012,Bike,14,F
2006,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2009,Bike,14,F
2009,Bike,14,M
2012,Bike,14,M
2008,Bike,14,M
2011,Bike,14,M
2011,Bike,14,M
2009,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2011,Bike,14,M
2007,Bike,14,M
2011,Bike,14,F
2011,Bike,14,M
2011,Bike,14,M
2011,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2010,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2013,Bike,14,M
2013,Bike,14,F
2009,Bike,14,M
2006,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2012,Bike,14,M
2011,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2013,Bike,14,M
2011,Bike,14,F
2011,Bike,14,M
2013,Bike,14,M
2011,Bike,14,M
2009,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2013,Bike,14,M
2011,Bike,14,M
2009,Bike,14,M
2013,Bike,14,M
2013,Bike,14,M
2009,Bike,14,M
2013,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2011,Bike,14,M
2013,Bike,14,M
2012,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2010,Bike,14,F
2011,Bike,14,F
2011,Bike,14,M
2008,Bike,14,M
2012,Bike,14,M
2010,Bike,14,M
2012,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2013,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2013,Bike,14,M
2008,Bike,14,F
2010,Bike,14,M
2010,Bike,14,M
2011,Bike,14,M
2011,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2008,Bike,14,M
2010,Bike,14,M
2009,Bike,14,F
2012,Bike,14,F
2006,Bike,14,M
2011,Bike,14,M
2008,Bike,14,M
2012,Bike,14,M
2006,Bike,14,M
2007,Bike,14,M
2013,Bike,14,M
2007,Bike,14,M
2006,Bike,14,M
2006,Bike,14,M
2012,Bike,14,F
2013,Bike,14,M
2010,Bike,14,M
2010,Bike,14,M
2006,Bike,14,M
2009,Bike,14,M
2008,Bike,14,M
2010,Bike,14,M
2008,Bike,14,M
2012,Bike,14,F
2013,Bike,14,M
2011,Bike,14,F
2010,Bike,14,M
2010,Bike,14,M
2007,Bike,14,M
2011,Bike,14,M
2011,Bike,14,M
2008,Bike,14,M
2009,Bike,14,M
2010,Bike,14,M
2010,Bike,14,M
2012,Bike,14,M
2007,Bike,14,M
2007,Bike,14,F
2013,Bike,14,M
2006,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2012,Bike,13,M
2007,Bike,13,M
2009,Bike,13,M
2012,Bike,13,M
2013,Bike,13,M
2013,Bike,13,M
2010,Bike,13,M
2010,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2006,Bike,13,M
2013,Bike,13,M
2011,Bike,13,M
2013,Bike,13,M
2009,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2011,Bike,13,M
2006,Bike,13,M
2012,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2006,Bike,13,F
2007,Bike,13,F
2013,Bike,13,M
2007,Bike,13,F
2013,Bike,13,M
2012,Bike,13,M
2009,Bike,13,M
2009,Bike,13,M
2006,Bike,13,F
2007,Bike,13,M
2009,Bike,13,M
2013,Bike,13,M
2006,Bike,13,M
2007,Bike,13,M
2007,Bike,13,M
2009,Bike,13,M
2007,Bike,13,F
2011,Bike,13,M
2013,Bike,13,M
2007,Bike,13,M
2011,Bike,13,M
2009,Bike,13,F
2007,Bike,13,M
2012,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2009,Bike,13,F
2006,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2010,Bike,13,M
2009,Bike,13,M
2011,Bike,13,M
2006,Bike,13,M
2010,Bike,13,F
2012,Bike,13,M
2012,Bike,13,M
2009,Bike,13,M
2010,Bike,13,M
2007,Bike,13,M
2007,Bike,13,M
2009,Bike,13,M
2010,Bike,13,F
2010,Bike,13,M
2009,Bike,13,M
2008,Bike,13,M
2007,Bike,13,M
2007,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2012,Bike,13,M
2009,Bike,13,M
2009,Bike,13,M
2011,Bike,13,F
2010,Bike,13,M
2009,Bike,13,M
2011,Bike,13,M
2012,Bike,13,M
2012,Bike,13,M
2012,Bike,13,M
2012,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2007,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2010,Bike,13,M
2007,Bike,13,M
2007,Bike,13,M
2007,Bike,13,M
2010,Bike,13,M
2006,Bike,13,M
2013,Bike,13,M
2007,Bike,13,M
2008,Bike,13,M
2013,Bike,13,M
2013,Bike,13,M
2008,Bike,13,M
2012,Bike,13,M
2012,Bike,13,M
2009,Bike,13,M
2006,Bike,13,M
2007,Bike,13,M
2008,Bike,13,M
2009,Bike,13,F
2007,Bike,13,M
2007,Bike,13,M
2006,Bike,13,M
2006,Bike,13,M
2009,Bike,13,M
2006,Bike,13,M
2006,Bike,13,F
2006,Bike,13,M
2012,Bike,13,M
2008,Bike,13,M
2008,Bike,13,F
2010,Bike,13,M
2011,Bike,13,M
2011,Bike,13,M
2009,Bike,13,M
2007,Bike,13,M
2011,Bike,13,M
2013,Bike,13,F
